ICD9|ICD10|Description
721.1|M47.12|Other spondylosis with myelopathy, cervical region
721.2|M47.814|Spondylosis without myelopathy or radiculopathy, thoracic region
721.3|M47.817|Spondylosis without myelopathy or radiculopathy, lumbosacral region
721.41|M47.14|Other spondylosis with myelopathy, thoracic region
721.42|M47.16|Other spondylosis with myelopathy, lumbar region
721.5|M48.20|Kissing spine, site unspecified
721.6|M48.10|Ankylosing hyperostosis [Forestier], site unspecified
721.7|M48.30|Traumatic spondylopathy, site unspecified
721.8|M48.9|Spondylopathy, unspecified
721.90|M47.819|Spondylosis without myelopathy or radiculopathy, site unspecified
721.91|M47.10|Other spondylosis with myelopathy, site unspecified
722.0|M50.20|Other cervical disc displacement, unspecified cervical region
722.10|M51.26|Other intervertebral disc displacement, lumbar region
722.10|M51.27|Diagnostico no disponible
722.11|M51.24|Other intervertebral disc displacement, thoracic region
722.11|M51.25|Diagnostico no disponible
722.2|M51.9|Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder
722.30|M51.9|Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder
722.31|M51.44|Schmorl's nodes, thoracic region
722.31|M51.45|Diagnostico no disponible
722.32|M51.46|Schmorl's nodes, lumbar region
722.32|M51.47|Diagnostico no disponible
722.39|M51.9|Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder
722.4|M50.30|Other cervical disc degeneration, unspecified cervical region
722.51|M51.34|Other intervertebral disc degeneration, thoracic region
722.51|M51.35|Diagnostico no disponible
722.52|M51.36|Other intervertebral disc degeneration, lumbar region
722.52|M51.37|Diagnostico no disponible
722.6|M51.34|Other intervertebral disc degeneration, thoracic region
722.6|M51.35|Diagnostico no disponible
722.6|M51.36|Diagnostico no disponible
722.6|M51.37|Diagnostico no disponible
722.70|M51.9|Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder
722.71|M50.00|Cervical disc disorder with myelopathy, unspecified cervical region
722.72|M51.04|Intervertebral disc disorders with myelopathy, thoracic region
722.72|M51.05|Diagnostico no disponible
722.73|M51.06|Intervertebral disc disorders with myelopathy, lumbar region
722.73|M51.07|Diagnostico no disponible
722.80|M96.1|Postlaminectomy syndrome, not elsewhere classified
722.81|M96.1|Postlaminectomy syndrome, not elsewhere classified
722.82|M96.1|Postlaminectomy syndrome, not elsewhere classified
722.83|M96.1|Postlaminectomy syndrome, not elsewhere classified
722.90|M46.40|Discitis, unspecified, site unspecified
722.90|M51.9|Diagnostico no disponible
722.91|M50.80|Diagnostico no disponible
722.91|M50.90|Cervical disc disorder, unspecified, unspecified cervical region
722.92|M46.45|Discitis, unspecified, thoracolumbar region
722.92|M51.84|Diagnostico no disponible
722.92|M51.85|Diagnostico no disponible
722.93|M46.47|Discitis, unspecified, lumbosacral region
722.93|M51.86|Diagnostico no disponible
722.93|M51.87|Diagnostico no disponible
723.0|M48.02|Spinal stenosis, cervical region
723.1|M54.2|Cervicalgia
723.2|M53.0|Cervicocranial syndrome
723.3|M53.1|Cervicobrachial syndrome
723.4|M54.12|Radiculopathy, cervical region
723.4|M54.13|Diagnostico no disponible
723.5|M43.6|Torticollis
723.6|M54.02|Panniculitis affecting regions of neck and back, cervical region
723.7|M67.88|Other specified disorders of synovium and tendon, other site
723.8|M53.82|Other specified dorsopathies, cervical region
723.9|M53.82|Other specified dorsopathies, cervical region
724.00|M48.00|Spinal stenosis, site unspecified
724.01|M48.04|Spinal stenosis, thoracic region
724.02|M48.06|Spinal stenosis, lumbar region
724.03|M48.06|Spinal stenosis, lumbar region
724.09|M48.08|Spinal stenosis, sacral and sacrococcygeal region
724.1|M54.6|Pain in thoracic spine
724.2|M54.5|Low back pain
724.3|M54.30|Sciatica, unspecified side
724.4|M54.14|Radiculopathy, thoracic region
724.4|M54.15|Diagnostico no disponible
724.4|M54.16|Diagnostico no disponible
724.4|M54.17|Diagnostico no disponible
724.5|M54.89|Other dorsalgia
724.5|M54.9|Diagnostico no disponible
724.6|M43.27|Fusion of spine, lumbosacral region
724.6|M43.28|Diagnostico no disponible
724.6|M53.2X7|Diagnostico no disponible
724.6|M53.3|Diagnostico no disponible
724.70|M53.3|Sacrococcygeal disorders, not elsewhere classified
724.71|M53.2X8|Spinal instabilities, sacral and sacrococcygeal region
724.79|M53.3|Sacrococcygeal disorders, not elsewhere classified
724.8|M54.08|Panniculitis affecting regions of neck and back, sacral and sacrococcygeal region
724.9|M43.8X9|Diagnostico no disponible
724.9|M53.9|Dorsopathy, unspecified
725|M35.3|Polymyalgia rheumatica
726.0|M75.00|Adhesive capsulitis of unspecified shoulder
726.10|M75.100|Unspecified rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic
726.10|M75.50|Diagnostico no disponible
726.11|M75.30|Calcific tendinitis of unspecified shoulder
726.12|M75.20|Bicipital tendinitis, unspecified shoulder
726.13|M75.110|Incomplete rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic
726.19|M75.80|Other shoulder lesions, unspecified shoulder
726.2|M75.30|Diagnostico no disponible
726.2|M75.40|Impingement syndrome of unspecified shoulder
726.2|M75.80|Diagnostico no disponible
726.30|M25.729|Osteophyte, unspecified elbow
726.31|M77.00|Medial epicondylitis, unspecified elbow
726.32|M77.10|Lateral epicondylitis, unspecified elbow
726.33|M70.20|Olecranon bursitis, unspecified elbow
726.39|M70.30|Other bursitis of elbow, unspecified elbow
726.4|M70.10|Bursitis, unspecified hand
726.4|M77.20|Diagnostico no disponible
726.5|M70.60|Diagnostico no disponible
726.5|M70.70|Other bursitis of hip, unspecified hip
726.5|M76.10|Diagnostico no disponible
726.5|M76.20|Diagnostico no disponible
726.60|M70.50|Other bursitis of knee, unspecified knee
726.61|M76.899|Other specified enthesopathies of unspecified lower limb, excluding foot
726.62|M76.40|Tibial collateral bursitis [Pellegrini-Stieda], unspecified leg
726.63|M76.899|Other specified enthesopathies of unspecified lower limb, excluding foot
726.64|M76.50|Patellar tendinitis, unspecified knee
726.65|M70.40|Prepatellar bursitis, unspecified knee
726.69|M76.899|Other specified enthesopathies of unspecified lower limb, excluding foot
726.70|M76.899|Other specified enthesopathies of unspecified lower limb, excluding foot
726.70|M77.40|Diagnostico no disponible
726.71|M76.60|Achilles tendinitis, unspecified leg
726.72|M76.829|Posterior tibial tendinitis, unspecified leg
726.73|M77.30|Calcaneal spur, unspecified foot
726.79|M77.50|Other enthesopathy of unspecified foot
726.8|M77.8|Other enthesopathies, not elsewhere classified
726.90|M77.9|Enthesopathy, unspecified
726.91|M25.70|Osteophyte, unspecified joint
727.00|M65.9|Synovitis and tenosynovitis, unspecified
727.01|M65.80|Other synovitis and tenosynovitis, unspecified site
727.02|D48.1|Neoplasm of uncertain behavior of connective and other soft tissue
727.03|M65.30|Trigger finger, unspecified finger
727.04|M65.4|Radial styloid tenosynovitis [de Quervain]
727.05|M65.849|Other synovitis and tenosynovitis, unspecified hand
727.06|M65.879|Other synovitis and tenosynovitis, unspecified ankle and foot
727.09|M65.80|Other synovitis and tenosynovitis, unspecified site
727.1|M20.10|Hallux valgus (acquired), unspecified foot
727.2|M70.039|Crepitant synovitis (acute) (chronic), unspecified wrist
727.2|M70.30|Diagnostico no disponible
727.2|M70.40|Diagnostico no disponible
727.3|M71.50|Other bursitis, not elsewhere classified, unspecified site
727.40|M71.30|Other bursal cyst, unspecified site
727.41|M67.419|Ganglion, unspecified shoulder
727.41|M67.429|Diagnostico no disponible
727.41|M67.439|Diagnostico no disponible
727.41|M67.449|Diagnostico no disponible
727.41|M67.459|Diagnostico no disponible
727.41|M67.469|Diagnostico no disponible
727.41|M67.479|Diagnostico no disponible
727.42|M67.419|Ganglion, unspecified shoulder
727.42|M67.429|Diagnostico no disponible
727.42|M67.439|Diagnostico no disponible
727.42|M67.449|Diagnostico no disponible
727.42|M67.459|Diagnostico no disponible
727.42|M67.469|Diagnostico no disponible
727.42|M67.479|Diagnostico no disponible
727.43|M67.40|Ganglion, unspecified site
727.49|M71.30|Other bursal cyst, unspecified site
727.50|M66.10|Rupture of synovium, unspecified joint
727.51|M71.20|Synovial cyst of popliteal space [Baker], unspecified knee
727.59|M66.18|Rupture of synovium, other site
727.60|M66.9|Spontaneous rupture of unspecified tendon
727.61|M75.120|Complete rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic
727.62|M66.829|Spontaneous rupture of other tendons, unspecified upper arm
727.63|M66.239|Spontaneous rupture of extensor tendons, unspecified forearm
727.63|M66.249|Diagnostico no disponible
727.64|M66.339|Spontaneous rupture of flexor tendons, unspecified forearm
727.64|M66.349|Diagnostico no disponible
727.65|M66.259|Spontaneous rupture of extensor tendons, unspecified thigh
727.66|M66.269|Spontaneous rupture of extensor tendons, unspecified lower leg
727.67|M66.369|Spontaneous rupture of flexor tendons, unspecified lower leg
727.68|M66.879|Spontaneous rupture of other tendons, unspecified ankle and foot
727.69|M66.88|Spontaneous rupture of other tendons, other
727.81|M67.00|Short Achilles tendon (acquired), unspecified ankle
727.82|M65.20|Diagnostico no disponible
727.82|M71.40|Calcium deposit in bursa, unspecified site
727.83|M67.50|Plica syndrome, unspecified knee
727.89|M65.00|Diagnostico no disponible
727.89|M67.80|Other specified disorders of synovium and tendon, unspecified site
727.89|M67.88|Diagnostico no disponible
727.89|M71.00|Diagnostico no disponible
727.89|M71.80|Diagnostico no disponible
727.9|M67.90|Diagnostico no disponible
727.9|M71.9|Bursopathy, unspecified
728.0|M60.009|Infective myositis, unspecified site
728.10|M61.9|Calcification and ossification of muscle, unspecified
728.11|M61.10|Myositis ossificans progressiva, unspecified site
728.12|M61.00|Myositis ossificans traumatica, unspecified site
728.13|M61.40|Other calcification of muscle, unspecified site
728.19|M61.59|Other ossification of muscle, multiple sites
728.2|M62.50|Muscle wasting and atrophy, not elsewhere classified, unspecified site
728.3|M62.3|Immobility syndrome (paraplegic)
728.3|M62.89|Diagnostico no disponible
728.4|M24.20|Disorder of ligament, unspecified site
728.5|M35.7|Hypermobility syndrome
728.6|M72.0|Palmar fascial fibromatosis [Dupuytren]
728.71|M72.2|Plantar fascial fibromatosis
728.79|M72.1|Diagnostico no disponible
728.79|M72.4|Pseudosarcomatous fibromatosis
728.81|M60.10|Interstitial myositis of unspecified site
728.82|M60.20|Foreign body granuloma of soft tissue, not elsewhere classified, unspecified site
728.83|M62.10|Other rupture of muscle (nontraumatic), unspecified site
728.84|M62.00|Separation of muscle (nontraumatic), unspecified site
728.85|M62.40|Diagnostico no disponible
728.85|M62.838|Other muscle spasm
728.86|M72.6|Necrotizing fasciitis
728.87|M62.81|Muscle weakness (generalized)
728.88|M62.82|Rhabdomyolysis
728.89|M62.89|Other specified disorders of muscle
728.9|M62.9|Disorder of muscle, unspecified
729.0|M79.0|Rheumatism, unspecified
729.1|M60.9|Myositis, unspecified
729.1|M79.1|Diagnostico no disponible
729.1|M79.7|Diagnostico no disponible
729.2|M54.10|Diagnostico no disponible
729.2|M79.2|Neuralgia and neuritis, unspecified
729.30|M79.3|Panniculitis, unspecified
729.31|M79.4|Hypertrophy of (infrapatellar) fat pad
729.39|M79.3|Panniculitis, unspecified
729.4|M72.9|Fibroblastic disorder, unspecified
729.5|M79.609|Pain in unspecified limb
729.6|M79.5|Residual foreign body in soft tissue
729.71|M79.A19|Nontraumatic compartment syndrome of unspecified upper extremity
729.72|M79.A29|Nontraumatic compartment syndrome of unspecified lower extremity
729.73|M79.A3|Nontraumatic compartment syndrome of abdomen
729.79|M79.A9|Nontraumatic compartment syndrome of other sites
729.81|M79.89|Other specified soft tissue disorders
729.82|R25.2|Cramp and spasm
729.89|R29.898|Other symptoms and signs involving the musculoskeletal system
729.90|M79.9|Soft tissue disorder, unspecified
729.91|M70.98|Unspecified soft tissue disorder related to use, overuse and pressure other
729.92|M79.81|Nontraumatic hematoma of soft tissue
729.99|M79.89|Other specified soft tissue disorders
730.00|M86.10|Diagnostico no disponible
730.00|M86.20|Subacute osteomyelitis, unspecified site
730.01|M86.119|Other acute osteomyelitis, unspecified shoulder
730.01|M86.219|Diagnostico no disponible
730.02|M86.129|Other acute osteomyelitis, unspecified humerus
730.02|M86.229|Diagnostico no disponible
730.03|M86.139|Other acute osteomyelitis, unspecified radius and ulna
730.03|M86.239|Diagnostico no disponible
730.04|M86.149|Other acute osteomyelitis, unspecified hand
730.04|M86.249|Diagnostico no disponible
730.05|M86.159|Other acute osteomyelitis, unspecified femur
730.05|M86.259|Diagnostico no disponible
730.06|M86.169|Other acute osteomyelitis, unspecified tibia and fibula
730.06|M86.269|Diagnostico no disponible
730.07|M86.179|Other acute osteomyelitis, unspecified ankle and foot
730.07|M86.279|Diagnostico no disponible
730.08|M86.18|Other acute osteomyelitis, other site
730.08|M86.28|Diagnostico no disponible
730.09|M86.19|Other acute osteomyelitis, multiple sites
