ICD9|ICD10|Description
V54.12|S62.354D|Fractura sin desplazamiento de diáfisis de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.355D|Fractura sin desplazamiento de diáfisis de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.356D|Fractura sin desplazamiento de diáfisis de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.357D|Fractura sin desplazamiento de diáfisis de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.358D|Fractura sin desplazamiento de diáfisis de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.359D|Fractura sin desplazamiento de diáfisis de metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.360D|Fractura sin desplazamiento del cuello de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.361D|Fractura sin desplazamiento del cuello de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.362D|Fractura sin desplazamiento del cuello de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.363D|Fractura sin desplazamiento del cuello de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.364D|Fractura sin desplazamiento del cuello de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.365D|Fractura sin desplazamiento del cuello de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.366D|Fractura sin desplazamiento del cuello de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.367D|Fractura sin desplazamiento del cuello de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.368D|Fractura sin desplazamiento del cuello de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.369D|Fractura sin desplazamiento del cuello de metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.390D|Otra fractura de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.391D|Otra fractura de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.392D|Otra fractura de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.393D|Otra fractura de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.394D|Otra fractura de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.395D|Otra fractura de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.396D|Otra fractura de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.397D|Otra fractura de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.398D|Otra fractura de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.399D|Otra fractura de hueso metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.501D|Fractura de falange no especificada de pulgar derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.502D|Fractura de falange no especificada de pulgar izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.509D|Fractura de falange no especificado de pulgar no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.511D|Fractura desplazada de falange proximal de pulgar derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.512D|Fractura desplazada de falange proximal de pulgar izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.513D|Fractura desplazada de falange proximal de pulgar no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.514D|Fractura sin desplazamiento de falange proximal de pulgar derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.515D|Fractura sin desplazamiento de falange proximal de pulgar izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.516D|Fractura sin desplazamiento de falange proximal de pulgar no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.521D|Fractura desplazada de falange distal de pulgar derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.522D|Fractura desplazada de falange distal de pulgar izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.523D|Fractura desplazada de falange distal de pulgar no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.524D|Fractura sin desplazamiento de falange distal de pulgar derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.525D|Fractura sin desplazamiento de falange distal de pulgar izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.526D|Fractura sin desplazamiento de falange distal de pulgar no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.600D|Fractura de falange no especificada de dedo índice derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.601D|Fractura de falange no especificada de dedo índice izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.602D|Fractura de falange no especificada de dedo medio derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.603D|Fractura de falange no especificada de dedo medio izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.604D|Fractura de falange no especificada de dedo anular derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.605D|Fractura de falange no especificada de dedo anular izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.606D|Fractura de falange no especificada de dedo meñique derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.607D|Fractura de falange no especificada de dedo meñique izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.608D|Fractura de falange no especificada de otro dedo de la mano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.609D|Fractura de falange no especificada de dedo de mano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.610D|Fractura desplazada de falange proximal de dedo índice derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.611D|Fractura desplazada de falange proximal de dedo índice izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.612D|Fractura desplazada de falange proximal de dedo medio derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.613D|Fractura desplazada de falange proximal de dedo medio izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.614D|Fractura desplazada de falange proximal de dedo anular derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.615D|Fractura desplazada de falange proximal de dedo anular izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.616D|Fractura desplazada de falange proximal de dedo meñique derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.617D|Fractura desplazada de falange proximal de dedo meñique izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.618D|Fractura desplazada de falange proximal de otro dedo de la mano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.619D|Fractura desplazada de falange proximal de dedo de mano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.620D|Fractura desplazada de falange media de dedo índice derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.621D|Fractura desplazada de falange media de dedo índice izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.622D|Fractura desplazada de falange media de dedo medio derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.623D|Fractura desplazada de falange media de dedo medio izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.624D|Fractura desplazada de falange media de dedo anular derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.625D|Fractura desplazada de falange media de dedo anular izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.626D|Fractura desplazada de falange media de dedo meñique derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.627D|Fractura desplazada de falange media de dedo meñique izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.628D|Fractura desplazada de falange media de otro dedo de la mano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.629D|Fractura desplazada de falange media de dedo de mano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.630D|Fractura desplazada de falange distal de dedo índice derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.631D|Fractura desplazada de falange distal de dedo índice izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.632D|Fractura desplazada de falange distal de dedo medio derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.633D|Fractura desplazada de falange distal de dedo medio izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.634D|Fractura desplazada de falange distal de dedo anular derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.635D|Fractura desplazada de falange distal de dedo anular izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.636D|Fractura desplazada de falange distal de dedo meñique derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.637D|Fractura desplazada de falange distal de dedo meñique izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.638D|Fractura desplazada de falange distal de otro dedo de la mano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.639D|Fractura desplazada de falange distal de dedo de mano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.640D|Fractura sin desplazamiento de falange proximal de dedo índice derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.641D|Fractura sin desplazamiento de falange proximal de dedo índice izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.642D|Fractura sin desplazamiento de falange proximal de dedo medio derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.643D|Fractura sin desplazamiento de falange proximal de dedo medio izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.644D|Fractura sin desplazamiento de falange proximal de dedo anular derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.645D|Fractura sin desplazamiento de falange proximal de dedo anular izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.646D|Fractura sin desplazamiento de falange proximal de dedo meñique derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.647D|Fractura sin desplazamiento de falange proximal de dedo meñique izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.648D|Fractura sin desplazamiento de falange proximal de otro dedo de la mano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.649D|Fractura sin desplazamiento de falange proximal de dedo de mano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.650D|Fractura sin desplazamiento de falange media de dedo índice derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.651D|Fractura sin desplazamiento de falange media de dedo índice izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.652D|Fractura sin desplazamiento de falange media de dedo medio derecho, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.653D|Fractura sin desplazamiento de falange media de dedo medio izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.654D|Fractura sin desplazamiento de falange media de dedo anular derecho, contacto sucesivo por fractura con curas rutinarias
