source|target
Enfermedad renal crónica, estadio 3 (moderada)|Trastornos esquizoafectivos
Enfermedad renal crónica, estadio 3 (moderada)|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Enfermedad renal crónica, estadio 4 (grave)|Esquizofrenia
Enfermedad renal crónica, estadio 4 (grave)|Otros tipos de esquizofrenia
Enfermedad renal crónica, estadio 4 (grave)|Trastornos delirantes
Enfermedad renal crónica, estadio fase 5|Esquizofrenia
Enfermedad renal crónica, estadio fase 5|Otros tipos de esquizofrenia
Enfermedad renal en estadio terminal|Otros tipos de esquizofrenia
Enfermedad renal en estadio terminal|Trastorno psicótico breve
Enfermedad renal crónica, no especificada|Esquizofrenia
Enfermedad renal crónica, no especificada|Otros tipos de esquizofrenia
Enfermedad renal crónica, no especificada|Trastornos delirantes
Enfermedad renal crónica, no especificada|Trastorno psicótico breve
Enfermedad renal crónica, no especificada|Trastornos esquizoafectivos
Enfermedad renal crónica, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Insuficiencia renal no especificada|Esquizofrenia
Insuficiencia renal no especificada|Trastornos delirantes
Cálculo del riñón|Esquizofrenia
Cálculo del riñón|Otros tipos de esquizofrenia
Cálculo del uréter|Otros tipos de esquizofrenia
Cólico renal no especificado|Otros tipos de esquizofrenia
Diabetes insípida nefrogénica|Esquizofrenia
Hiperparatiroidismo secundario de origen renal|Otros tipos de esquizofrenia
Isquemia e infarto del riñón|Otros tipos de esquizofrenia
Quiste de riñón, adquirido|Esquizofrenia
Quiste de riñón, adquirido|Otros tipos de esquizofrenia
Quiste de riñón, adquirido|Trastornos delirantes
Otros trastornos especificados de riñón y uréter|Esquizofrenia
Otros trastornos especificados de riñón y uréter|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Trastorno del riñón y del uréter, no especificado|Esquizofrenia
Trastorno del riñón y del uréter, no especificado|Trastornos esquizoafectivos
Disfunción neuromuscular de vejiga, no especificada|Otros tipos de esquizofrenia
Disfunción neuromuscular de vejiga, no especificada|Trastornos esquizoafectivos
Divertículo de vejiga|Otros tipos de esquizofrenia
Divertículo de vejiga|Trastornos delirantes
Otros trastornos especificados de vejiga|Esquizofrenia
Otros trastornos especificados de vejiga|Trastornos delirantes
Infección de tracto urinario, localización no especificada|Esquizofrenia
Infección de tracto urinario, localización no especificada|Otros tipos de esquizofrenia
Infección de tracto urinario, localización no especificada|Trastornos delirantes
Infección de tracto urinario, localización no especificada|Trastorno psicótico breve
Infección de tracto urinario, localización no especificada|Trastornos esquizoafectivos
Infección de tracto urinario, localización no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior|Esquizofrenia
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior|Otros tipos de esquizofrenia
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior|Trastornos delirantes
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior|Trastornos esquizoafectivos
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hiperplasia prostática benigna con síntomas de tracto urinario inferior|Otros tipos de esquizofrenia
Hiperplasia prostática benigna con síntomas de tracto urinario inferior|Trastorno esquizoide de personalidad
Próstata nodular con síntomas de tracto urinario inferior|Esquizofrenia
Hidrocele, no especificado|Otros tipos de esquizofrenia
Epididimitis|Otros tipos de esquizofrenia
Orquiepididimitis|Esquizofrenia
Prepucio adherente del recién nacido|Otros tipos de esquizofrenia
Fimosis|Trastornos esquizoafectivos
Priapismo, no especificado|Otros tipos de esquizofrenia
Mastopatía quística difusa de mama no especificada|Otros tipos de esquizofrenia
Mastopatía quística difusa de mama no especificada|Trastorno psicótico breve
Mastopatía quística difusa de mama no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hipertrofia mamaria|Otros tipos de esquizofrenia
Bulto no especificado de mama|Esquizofrenia
Bulto no especificado de mama|Otros tipos de esquizofrenia
Galactorrea no asociada al parto|Otros tipos de esquizofrenia
Enfermedad inflamatoria del útero, no especificada|Otros tipos de esquizofrenia
Absceso de la glándula de Bartolino|Otros tipos de esquizofrenia
Cistocele, no especificado|Trastornos esquizoafectivos
Prolapso uterovaginal incompleto|Esquizofrenia
Prolapso uterovaginal completo|Esquizofrenia
Rectocele|Esquizofrenia
Quiste de cuerpo lúteo|Trastorno psicótico breve
Quistes ováricos no especificados|Otros tipos de esquizofrenia
Quistes ováricos no especificados|Trastornos delirantes
Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho, no especificados|Esquizofrenia
Pólipo del cuerpo uterino|Esquizofrenia
Pólipo del cuerpo uterino|Otros tipos de esquizofrenia
Pólipo del cuerpo uterino|Trastornos esquizoafectivos
Pólipo del cuello del útero|Esquizofrenia
Displasia del cervix, no especificada|Esquizofrenia
Sangrado excesivo en periodo premenopáusico|Esquizofrenia
Otras complicaciones y trastornos posprocedimiento del aparato genitourinario|Otros tipos de esquizofrenia
Otras complicaciones y trastornos posprocedimiento del aparato genitourinario|Trastornos delirantes
Trabajo de parto prematuro en el tercer trimestre con parto prematuro del tercer trimestre, no aplicable o no especificado|Esquizofrenia
Lactancia suprimida|Esquizofrenia
Otros trastornos mentales que complican el embarazo, primer trimestre|Otros tipos de esquizofrenia
Otros trastornos mentales que complican el embarazo, segundo trimestre|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otros trastornos mentales que complican el parto|Esquizofrenia
Daño cerebral no especificado debido a traumatismo del nacimiento|Esquizofrenia
Encefalopatía hipóxica isquémica [EHI] no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Malformaciones del acueducto de Silvio|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Espina bífida no especificada con hidrocefalia|Otros tipos de esquizofrenia
Otras malformaciones congénitas de las cámaras y conexiones cardiacas|Esquizofrenia
Comunicación interauricular|Otros tipos de esquizofrenia
Insuficiencia congénita de la válvula aórtica|Otros tipos de esquizofrenia
Malformación arteriovenosa de los vasos cerebrales|Esquizofrenia
Malformación arteriovenosa de los vasos cerebrales|Otros tipos de esquizofrenia
Malformaciones congénitas de la fijación del intestino|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Duplicación del intestino|Otros tipos de esquizofrenia
Otras malformaciones congénitas especificadas del intestino|Esquizofrenia
Otras malformaciones congénitas especificadas de los órganos genitales femeninos|Otros tipos de esquizofrenia
Síndromes malformativos congénitos asociados principalmente con estatura baja|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Síndrome de Down, no especificado|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Síndrome de Klinefelter, no especificado|Otros tipos de esquizofrenia
Taquicardia, no especificada|Otros tipos de esquizofrenia
Bradicardia, no especificada|Trastornos esquizoafectivos
Hemoptisis|Otros tipos de esquizofrenia
Hemoptisis|Trastornos delirantes
Disnea no especificada|Otros tipos de esquizofrenia
Dolor intercostal|Trastornos delirantes
Hipoxemia|Otros tipos de esquizofrenia
Hipoxemia|Trastornos delirantes
Paro respiratorio|Otros tipos de esquizofrenia
Dolor en abdomen superior, no especificado|Otros tipos de esquizofrenia
Dolor epigástrico|Otros tipos de esquizofrenia
Dolor abdominal generalizado|Trastorno psicótico breve
Dolor abdominal no especificado|Trastornos delirantes
Vómitos, no especificados|Esquizofrenia
Afagia|Otros tipos de esquizofrenia
Disfagia, no especificada|Esquizofrenia
Otros tipos de disfagia|Esquizofrenia
Otros tipos de disfagia|Otros tipos de esquizofrenia
Esplenomegalia, no clasificada bajo otro concepto|Otros tipos de esquizofrenia
Ascitis maligna|Otros tipos de esquizofrenia
Otros tipos de ascitis|Esquizofrenia
Otros tipos de ascitis|Otros tipos de esquizofrenia
Otras alteraciones fecales|Trastornos delirantes
Diarrea, no especificada|Esquizofrenia
Diarrea, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Anestesia cutánea|Otros tipos de esquizofrenia
Hipoestesia cutánea|Esquizofrenia
Tumefacción, masa o bulto localizados en el tronco|Otros tipos de esquizofrenia
Equimosis espontánea|Otros tipos de esquizofrenia
Temblor no especificado|Esquizofrenia
Otras alteraciones de la marcha y de la movilidad|Esquizofrenia
Puntuación NIHSS 7|Esquizofrenia
Puntuación NIHSS 23|Esquizofrenia
Debilidad facial|Esquizofrenia
Otros síntomas y signos que afectan al sistema nervioso|Otros tipos de esquizofrenia
Tenesmo vesical|Otros tipos de esquizofrenia
Hematuria macroscópica|Esquizofrenia
Hematuria macroscópica|Otros tipos de esquizofrenia
Hematuria, no especificada|Esquizofrenia
Incontinencia urinaria no especificada|Esquizofrenia
Incontinencia urinaria no especificada|Otros tipos de esquizofrenia
Incontinencia urinaria no especificada|Trastornos delirantes
Incontinencia urinaria no especificada|Trastornos esquizoafectivos
Incontinencia urinaria no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otro tipo de retención urinaria|Esquizofrenia
Otro tipo de retención urinaria|Trastorno esquizoide de personalidad
Retención urinaria, no especificada|Esquizofrenia
Retención urinaria, no especificada|Otros tipos de esquizofrenia
Retención urinaria, no especificada|Trastornos delirantes
Retención urinaria, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Incontinencia urinaria funcional|Otros tipos de esquizofrenia
Incontinencia urinaria funcional|Trastorno esquizoide de personalidad
Somnolencia|Esquizofrenia
Somnolencia|Otros tipos de esquizofrenia
Somnolencia|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Somnolencia|Trastorno esquizoide de personalidad
Coma no especificado|Esquizofrenia
Coma no especificado|Otros tipos de esquizofrenia
Coma no especificado|Trastornos esquizoafectivos
Escala de coma, apertura ocular, al sonido, 24 horas o más del ingreso hospitalario|Esquizofrenia
Escala de coma, mejor respuesta verbal, ninguna, 24 horas o más después del ingreso hospitalario|Esquizofrenia
Escala de coma, mejor respuesta motora, retirada en flexión, 24 horas o más después del ingreso hospitalario|Esquizofrenia
Puntuación 3-8 de la escala de coma de Glasgow, 24 horas o más después del ingreso hospitalario|Esquizofrenia
Alteración transitoria de conciencia|Esquizofrenia
Alteración transitoria de conciencia|Otros tipos de esquizofrenia
Alteración transitoria de conciencia|Trastornos delirantes
Desorientación, no especificada|Esquizofrenia
Desorientación, no especificada|Trastornos delirantes
Desorientación, no especificada|Trastornos esquizoafectivos
Desorientación, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Deterioro cognitivo relacionado con la edad|Esquizofrenia
Deterioro cognitivo relacionado con la edad|Trastornos esquizoafectivos
Deterioro cognitivo relacionado con la edad|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Capacidad intelectual límite|Esquizofrenia
Capacidad intelectual límite|Trastornos delirantes
Capacidad intelectual límite|Trastornos esquizoafectivos
Capacidad intelectual límite|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Síntomas y signos no especificados que afectan a las funciones cognitivas y la conciencia|Esquizofrenia
Mareo y desvanecimiento|Esquizofrenia
Mareo y desvanecimiento|Otros tipos de esquizofrenia
Alucinaciones auditivas|Trastornos esquizoafectivos
Inquietud y agitación|Esquizofrenia
Inquietud y agitación|Trastorno esquizotípico
Inquietud y agitación|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Comportamiento violento|Esquizofrenia
Ideaciones suicidas|Esquizofrenia
Ideaciones suicidas|Otros tipos de esquizofrenia
Ideaciones suicidas|Trastorno psicótico breve
Ideaciones suicidas|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ideaciones suicidas|Trastorno esquizoide de personalidad
Afasia|Esquizofrenia
Afasia|Otros tipos de esquizofrenia
Afasia|Trastornos delirantes
Disartria y anartria|Esquizofrenia
Disartria y anartria|Otros tipos de esquizofrenia
Dificultad para hablar|Esquizofrenia
Fiebre provocada por fármaco|Otros tipos de esquizofrenia
Fiebre asociada a afecciones clasificadas bajo otro concepto|Esquizofrenia
